id,review
2594,Didn't like her teaching methods. Didn't learn anything during her lectures. Bad experience overall.
1017,"DON'T TAKE THIS CLASS!!! exams are extremely hard, and if you skip a class you will forever be behind. Save yourself"
1272,"Professor Rahhal made my first semester of college so amazing. Her lectures were ALWAYS interesting making me never want to miss a class. She is fair, kind, and mostly fun and funny to be around. She constantly has students participating during lectures which was wonderful. I would absolutely suggest this class. Wish I could take another with her."
3533,"I thought she was a great teacher. Do not buy the book, it doesn't really explain the more complicated things at the end of the semester. She only counts 10 iClicker quizzes and you don't even need to be right. The tests were pretty straight forward if you did the study guide."
1818,"Susan is a very enthusiastic professor. I've never met anyone as energetic as she is at 9 in the morning, but she makes class fun and interesting. The material is extremely easy and there is tons of extra credit. The tests are very straight forward and EASY based on the review points she gives at the end of lecture. take this class easy  easy A!"
1419,Easy Class. Fun Proffesssor.
2528,Love his luscious swooshy hair
1322,Prof Rahhal makes psych 100 a  very easy class.Her policy on dropping a test is very generous and she has a gift in making her lectures interesting. Attendance is not mandatory if you keep up with the book and a little bit of memorizing before the tests will no doubt result in an A. The people who dont get A's are dumb/dont pay attention/dont study
2124,"Really great lecturer. Recycles material from his own textbook (New Society) and the little book (SLDI). Don't buy the clicker, it's not necessary. Just READ the textbook and make good notes at lectures."
3035,"Wonderful enthusiasm, unable to speak clearly, incredibly disorganized!!!"
1417,Awesome class. Great professor. I highly reccomend
1222,An excellent teacher.
1952,"Dr. Goodenough is easily one of my favorite profs. You literally would have to try to fail this class. There's extra credit in addition to easy hw assignments every week. Book use is minimal, either go to class or use the book, but all the ""notes"" you need she will post online for free. She's super friendly and happy to help. Lectures are fun!"
134,loves to poke fun and enjoys teaching good teacher if you show you are there to learn he will help you if you dont care he wolnt either
677,Mr. EVERETT is very fair. He demands that you support your ideas. Some may call this wanting you to believe what he does... but he is really just trying to get you to think OUTSIDE the box. That is what college is all about after all.
415,"One of the best professors UIC has to offer.  He is an extremely interesting and kind individual.  Although his class is somewhat difficult, it is not one to pass up!"
298,"Cool guy, makes the material interesting.."
1779,No Comments
1393,shes just absolutally amazing. the only class i was will to get up for.
4156,"Refers to people he doesn't like as &quot;dickheads&quot; or &quot;script kiddies&quot;.  Doesn't seem to know enough to teach anything except encryption.  Many students were dissapointed with the material covered in the class, though some of it is not th"
